Contractor Employee Name,Contractor Employee E-mail,"NMCI Account Status (active, inactive, deleted)",Badged (Yes/No)
STOKES NYAH A,,,Yes
STOKES PHILLIP E,,,No
STOKES SANTOS O,SANTOS.O.STOKES.TEST@US.NAVY.MIL,Active,Yes
STONE CLARA O,,,Yes
STONE DAMIAN Z,,,No
STONE FRANCIS Y,,,No
STONE JAYLENE Y,,,No
STONE KAYLYN A,,,No
STONE MARTIN S JR,MARTIN.S.STONE.TEST@US.NAVY.MIL,Active,Yes
STONE PATRICIA O,,,No
STOUT ALYSSA G JR,,,No
STOUT ANTONIA A,,,No
STOUT EDWIN C,EDWIN.C.STOUT.TEST@US.NAVY.MIL,Active,Yes
STOUT JAX Z,,Active,No
STOUT YAZMIN G,,,No
STOUT ZOE R,,,No
STRICKLAND AHMAD O,AHMAD.O.STRICKLAND.TEST@US.NAVY.MIL,Active,Yes
STRICKLAND ANDREW B,ANDREW.B.STRICKLAND.TEST@US.NAVY.MIL,Active,No
STRICKLAND ARABELLA G,,,Yes
STRICKLAND CARSON O,,,No
STRICKLAND GRACELYN L,,,No
STRICKLAND GRANT W,GRANT.W.STRICKLAND.TEST@US.NAVY.MIL,Active,No
STRICKLAND JEREMIAH V,JEREMIAH.V.STRICKLAND.TEST@US.NAVY.MIL,Active,No
STRICKLAND JULIANNA B,,,No
STRICKLAND MEGAN W,,,No
STRONG ALIYAH A,,,No
STRONG APRIL H,,,Yes
STRONG BRUCE A JR,BRUCE.A.STRONG.TEST@US.NAVY.MIL,Active,No
STRONG JOHNATHON T,JOHNATHON.T.STRONG.TEST@US.NAVY.MIL,Active,No
STRONG KENDAL J,KENDAL.J.STRONG.TEST@US.NAVY.MIL,Active,Yes
STUART ADELAIDE C,,Deleted,No
STUART ARMANDO R,,,No
STUART LANDON Z,,,Yes
STUART LILA E,,,No
STUART MALIA E,MALIA.E.STUART.TEST@US.NAVY.MIL,Active,Yes
STUART MOLLY V,,,No
STUART WILLIAM R,,,No
SUAREZ BRAIDEN Y,,Active,Yes
SUAREZ CARA O,,,No
SUAREZ CARSON Q,,,No
SUAREZ DYLON W,DYLON.W.SUAREZ.TEST@US.NAVY.MIL,,No
SUAREZ JARROD V,,,No
SUAREZ KAMERON X JR,,,Yes
SUAREZ SKYLA R,SKYLA.R.SUAREZ.TEST@US.NAVY.MIL,Active,Yes
SUAREZ TRAVIS B,TRAVIS.B.SUAREZ.TEST@US.NAVY.MIL,Deleted,Yes
SULLIVAN ADDISON B,,,Yes
SULLIVAN ARIANA W,ARIANA.W.SULLIVAN.TEST@US.NAVY.MIL,Active,Yes
SULLIVAN ISABEL Y,,,No
SULLIVAN JAYLEN S,JAYLEN.S.SULLIVAN.TEST@US.NAVY.MIL,Deleted,Yes
SULLIVAN JOCELYN M,JOCELYN.M.SULLIVAN.TEST@US.NAVY.MIL,Deleted,Yes
SULLIVAN KRISTOPHER H,KRISTOPHER.H.SULLIVAN.TEST@US.NAVY.MIL,Active,No
SULLIVAN MARIELA E,,,No
SULLIVAN MAXWELL E JR,,,No
SULLIVAN NATASHA H,,,No
SULLIVAN RACHAEL M,,,No
SULLIVAN SYLVIA Z,,,No
SULLIVAN TATE N,,,No
SUMMERS ALYSON B JR,,Active,No
SUMMERS AMIRA I,AMIRA.I.SUMMERS.TEST@US.NAVY.MIL,Active,Yes
SUMMERS JAZMIN K,,,Yes
SUMMERS JORDEN U,,,No
SUMMERS KATARINA G,,,No
SUMMERS MAVERICK I JR,MAVERICK.I.SUMMERS.TEST@US.NAVY.MIL,Active,Yes
SUMMERS NOEMI O,NOEMI.O.SUMMERS.TEST@US.NAVY.MIL,Deleted,Yes
SUTTON ANGEL A,,,No
SUTTON DELANEY T,DELANEY.T.SUTTON.TEST@US.NAVY.MIL,Active,Yes
SUTTON DOMENIC B,DOMENIC.B.SUTTON.TEST@US.NAVY.MIL,Deleted,Yes
SUTTON EVERETT N,EVERETT.N.SUTTON.TEST@US.NAVY.MIL,Active,No
SUTTON ILIANA D,,,No
SUTTON JAMIR O,,Deleted,No
SUTTON JAYLA N,,Deleted,No
SUTTON JULIET F,,,No
SUTTON KARLIE S,KARLIE.S.SUTTON.TEST@US.NAVY.MIL,Active,Yes
SUTTON KAYLIE O,KAYLIE.O.SUTTON.TEST@US.NAVY.MIL,,Yes
SUTTON OSWALDO X,,,No
SWANSON JACEY J,JACEY.J.SWANSON.TEST@US.NAVY.MIL,Active,Yes
SWANSON JERMAINE N,,,Yes
SWANSON JERMAINE V,JERMAINE.V.SWANSON.TEST@US.NAVY.MIL,Active,No
SWANSON KENYON K,KENYON.K.SWANSON.TEST@US.NAVY.MIL,,Yes
SWANSON MADISYN C,,,No
SWANSON STEFAN P,,,No
SWANSON TRISTON H,TRISTON.H.SWANSON.TEST@US.NAVY.MIL,Active,Yes
SWEENEY ANGEL R,,,No
SWEENEY BREANNA D,BREANNA.D.SWEENEY.TEST@US.NAVY.MIL,Active,No
SWEENEY JAX R,JAX.R.SWEENEY.TEST@US.NAVY.MIL,Active,No
SWEENEY JULIANNA F,,,No
SWEENEY KHLOE B,KHLOE.B.SWEENEY.TEST@US.NAVY.MIL,Active,Yes
SWEENEY RONAN B,,,No
SWEENEY SAIGE L,,Active,Yes
TANNER JULIETTE C,JULIETTE.C.TANNER.TEST@US.NAVY.MIL,Deleted,No
TANNER MAKENNA F,,,No
TANNER PERRY Z,,,No
TAPIA ASHLYN G,,,No
TAPIA JERRY G,JERRY.G.TAPIA.TEST@US.NAVY.MIL,Active,Yes
TAPIA KATIE U,,,No
TAPIA MICHEAL I JR,,,No
TAPIA MYA S,MYA.S.TAPIA.TEST@US.NAVY.MIL,Active,No
TAPIA PIERCE N,,,No
TAPIA RUBI D,RUBI.D.TAPIA.TEST@US.NAVY.MIL,,No
TAPIA SADIE L,,Deleted,No
TATE ALBERT J,ALBERT.J.TATE.TEST@US.NAVY.MIL,Active,Yes
TATE CARLOS K,,,No
TATE KEANU W,,,No
TATE KHLOE T,,,No
TATE NATHALY G,,,No
TATE NOELIA X,,,No
TATE THEODORE Z,THEODORE.Z.TATE.TEST@US.NAVY.MIL,Active,No
TAYLOR FRANK N,FRANK.N.TAYLOR.TEST@US.NAVY.MIL,,No
TAYLOR FRANK X,,,No
TAYLOR GIANCARLO C,GIANCARLO.C.TAYLOR.TEST@US.NAVY.MIL,Active,Yes
TAYLOR GRETA K,,,No
TAYLOR JORDON L,JORDON.L.TAYLOR.TEST@US.NAVY.MIL,,No
TAYLOR KIRA W,,,No
TAYLOR KYLEE A,,,Yes
TERRELL AUSTEN Y,,Active,Yes
TERRELL FRANKLIN S,FRANKLIN.S.TERRELL.TEST@US.NAVY.MIL,Active,No
TERRELL GAVIN W,GAVIN.W.TERRELL.TEST@US.NAVY.MIL,Active,Yes
TERRELL JAIME Q,,,No
TERRELL JUSTIN K,JUSTIN.K.TERRELL.TEST@US.NAVY.MIL,Deleted,No
TERRY CALE X,CALE.X.TERRY.TEST@US.NAVY.MIL,Deleted,No
TERRY GONZALO O,GONZALO.O.TERRY.TEST@US.NAVY.MIL,Active,No
TERRY KASEY G,,,No
TERRY KIANNA L,,,No
TERRY MOLLIE P,MOLLIE.P.TERRY.TEST@US.NAVY.MIL,Active,Yes
TERRY ROCCO K,ROCCO.K.TERRY.TEST@US.NAVY.MIL,Active,Yes
TERRY TIERRA N,,,No
THOMAS ASHLYNN H,ASHLYNN.H.THOMAS.TEST@US.NAVY.MIL,Active,No
THOMAS AVA M,,,Yes
THOMAS BRUCE Y,BRUCE.Y.THOMAS.TEST@US.NAVY.MIL,Active,Yes
THOMAS DELILAH U,,,No
THOMAS JACE J,JACE.J.THOMAS.TEST@US.NAVY.MIL,Active,Yes
THOMAS JOAN K,,,No
THOMAS SEBASTIAN Z,,,No
THOMAS SKYLER Y,SKYLER.Y.THOMAS.TEST@US.NAVY.MIL,Deleted,Yes
THOMAS WARREN E,,,No
THOMPSON DIANE V,,,No
THOMPSON ROSELYN I,ROSELYN.I.THOMPSON.TEST@US.NAVY.MIL,Active,Yes
THORNTON CHEYANNE W,CHEYANNE.W.THORNTON.TEST@US.NAVY.MIL,Active,No
THORNTON KALEB A,KALEB.A.THORNTON.TEST@US.NAVY.MIL,Active,Yes
THORNTON KIAN J,,,No
THORNTON MIRA H,,,No
THORNTON PARIS S,PARIS.S.THORNTON.TEST@US.NAVY.MIL,Active,Yes
THORNTON REMINGTON O,,,No
TODD ARI P,,Deleted,Yes
TODD BRENDEN R,,,No
TODD CHANA A,CHANA.A.TODD.TEST@US.NAVY.MIL,Active,Yes
TODD DESIRAE X,DESIRAE.X.TODD.TEST@US.NAVY.MIL,Active,No
TODD JAKOBE C,,,No
TODD KAYLAH I,,,No
TORRES AMARI Z,AMARI.Z.TORRES.TEST@US.NAVY.MIL,Active,Yes
TORRES MATTEO W JR,,,No
TORRES MEGHAN Z,MEGHAN.Z.TORRES.TEST@US.NAVY.MIL,Active,Yes
TORRES MOHAMED Q,MOHAMED.Q.TORRES.TEST@US.NAVY.MIL,Active,Yes
TORRES SIMEON O,,,No
TOWNSEND DALLAS T,DALLAS.T.TOWNSEND.TEST@US.NAVY.MIL,Active,Yes
TOWNSEND DERICK Y,,,No
TOWNSEND EDGAR C,,,No
TOWNSEND KAILEE N,,,No
TOWNSEND LIANA L,,,No
TOWNSEND LIANA S,,,No
TRAN ANNE U,,,No
TRAN DARIUS D,,,No
TRAN JILLIAN Y,,,No
TRAN MARLENE O,,,Yes
TRAN MASON Q,,,No
TRAN RYLAN D,RYLAN.D.TRAN.TEST@US.NAVY.MIL,Active,Yes
TRAN WESLEY U,WESLEY.U.TRAN.TEST@US.NAVY.MIL,Active,No
TRAVIS DAQUAN H,DAQUAN.H.TRAVIS.TEST@US.NAVY.MIL,Active,Yes
TRAVIS DION O,DION.O.TRAVIS.TEST@US.NAVY.MIL,Active,Yes
TRAVIS DYLON K JR,,,Yes
TRAVIS SILAS F,,,No
TRAVIS TOBIAS M,,,Yes
TRAVIS TREVON Z,TREVON.Z.TRAVIS.TEST@US.NAVY.MIL,,Yes
TREVINO ALLIE C,ALLIE.C.TREVINO.TEST@US.NAVY.MIL,,Yes
TREVINO ASHLEIGH R,,,No
TREVINO BENJAMIN F,BENJAMIN.F.TREVINO.TEST@US.NAVY.MIL,Active,Yes
TREVINO TRISTA L,,Active,Yes
TRUJILLO BRADYN R,BRADYN.R.TRUJILLO.TEST@US.NAVY.MIL,Active,No
TRUJILLO DEMARION C,,,Yes
TRUJILLO DONALD V,,,No
TRUJILLO JAYSON R,,Active,No
TRUJILLO KENNEDY Y,,,Yes
TRUJILLO KINSLEY P,,,No
TRUJILLO NINA V,,,No
TUCKER ELSA Z,ELSA.Z.TUCKER.TEST@US.NAVY.MIL,Active,Yes
TUCKER HOLLY X,HOLLY.X.TUCKER.TEST@US.NAVY.MIL,Active,Yes
TUCKER IRVIN R,,,No
TURNER ELLIS O,,,No
TURNER JOLIE U,,,No
TURNER KAYLYNN P,,,No
TURNER VIRGINIA Y,VIRGINIA.Y.TURNER.TEST@US.NAVY.MIL,Active,No
TYLER ADRIEN E,,Active,No
TYLER MARY E,MARY.E.TYLER.TEST@US.NAVY.MIL,Active,No
TYLER VINCENZO R,VINCENZO.R.TYLER.TEST@US.NAVY.MIL,Active,Yes
UNDERWOOD BRITNEY Y,,,No
UNDERWOOD EZRA M,,Deleted,Yes
UNDERWOOD JULIEN D,,,No
UNDERWOOD MINA W,,,Yes
UNDERWOOD RYLAN G,RYLAN.G.UNDERWOOD.TEST@US.NAVY.MIL,Active,Yes
VALDEZ ANGEL S,ANGEL.S.VALDEZ.TEST@US.NAVY.MIL,Active,Yes
VALDEZ BRAYAN W,,,No
VALDEZ BRUCE H,,,No
VALDEZ WESTON Y,,,No
VALENCIA ALVIN X,,,No
VALENCIA ANYA I,,,No
VALENCIA AYLA A,AYLA.A.VALENCIA.TEST@US.NAVY.MIL,Active,Yes
VALENCIA BRETT N,,,No
VALENCIA JOVANNI K,JOVANNI.K.VALENCIA.TEST@US.NAVY.MIL,Active,Yes
VALENCIA KENNETH I,,,No
VALENTINE ARELI Y,,,No
VALENTINE DEVON O,DEVON.O.VALENTINE.TEST@US.NAVY.MIL,,Yes
VALENTINE ESTHER S,,,Yes
VALENTINE ETHEN B,,,No
VALENTINE MAX U,,,No
VALENTINE TIFFANY A JR,TIFFANY.A.VALENTINE.TEST@US.NAVY.MIL,Active,Yes
VALENZUELA ADDISYN D,,,No
VALENZUELA DEANDRE F,,,No
VALENZUELA EMILIE R,EMILIE.R.VALENZUELA.TEST@US.NAVY.MIL,Active,Yes
VALENZUELA HOLLY N,HOLLY.N.VALENZUELA.TEST@US.NAVY.MIL,Active,Yes
VALENZUELA KRISTINA X,KRISTINA.X.VALENZUELA.TEST@US.NAVY.MIL,Active,No
VALENZUELA NATALIA Y,,,No
VALENZUELA WESTON C,,,No
VANCE ALINA J,,,No
VANCE EMMANUEL K,,,No
VANCE FRANCES T,,,No
VANCE JAMARI C,,,No
VANCE JOSHUA L,JOSHUA.L.VANCE.TEST@US.NAVY.MIL,Active,Yes
VANCE KENZIE O,,,No
VANCE KEVON Z,KEVON.Z.VANCE.TEST@US.NAVY.MIL,,No
VANCE KEYLA A,,,Yes
VANCE LETICIA H,,,No
VANCE REILLY D,,Active,Yes
VANCE SALVADOR P,SALVADOR.P.VANCE.TEST@US.NAVY.MIL,Active,Yes
VANCE SHAYNE Z,SHAYNE.Z.VANCE.TEST@US.NAVY.MIL,Active,No
VANCE SYDNEE R,,,No
VANG ADITYA G,ADITYA.G.VANG.TEST@US.NAVY.MIL,,Yes
VANG AUDREY Z JR,,,No
VANG CASH E,,,No
VANG CHRISTOPHER X,CHRISTOPHER.X.VANG.TEST@US.NAVY.MIL,Deleted,No
VANG JONATHAN S,,,No
VANG LAMAR V,LAMAR.V.VANG.TEST@US.NAVY.MIL,Active,Yes
VANG LANDEN B,LANDEN.B.VANG.TEST@US.NAVY.MIL,,Yes
VANG SIERRA M,SIERRA.M.VANG.TEST@US.NAVY.MIL,Active,Yes
VARGAS ABBIGAIL J,,,No
VARGAS ANYA S,,,No
VARGAS IRVING J,,,No
VARGAS JAMESON N,,Deleted,No
VARGAS KADE F,,,No
VARGAS LAYTON D,,,Yes
VARGAS MISAEL N JR,,,No
VARGAS NYASIA Q,NYASIA.Q.VARGAS.TEST@US.NAVY.MIL,Deleted,Yes
VASQUEZ ARIELLE Z,,,No
VASQUEZ DAVIN C,DAVIN.C.VASQUEZ.TEST@US.NAVY.MIL,Active,Yes
VASQUEZ JAYSON W,,,No
VASQUEZ MARC M JR,,,No
VASQUEZ MATTHEW R,,,No
VASQUEZ NATALIA A,NATALIA.A.VASQUEZ.TEST@US.NAVY.MIL,Active,Yes
VASQUEZ STEPHANY A,,,No
VAUGHAN ANTOINE V,,,No
VAUGHAN DEANGELO E,,Active,No
VAUGHAN JOE M,,,No
VAUGHAN JONAH V,JONAH.V.VAUGHAN.TEST@US.NAVY.MIL,,Yes
VAUGHAN JOSEF Y,,,No
VAUGHAN JOSHUA M,JOSHUA.M.VAUGHAN.TEST@US.NAVY.MIL,Deleted,Yes
VAUGHAN KELTON X,KELTON.X.VAUGHAN.TEST@US.NAVY.MIL,Active,No
VAUGHAN SAVANAH V,,,Yes
VAUGHN CALI I,,,Yes
VAUGHN IAN V,,,No
VAZQUEZ ANTOINE C,,,No
VAZQUEZ DAMON W,DAMON.W.VAZQUEZ.TEST@US.NAVY.MIL,Active,No
VAZQUEZ EMMALEE S,,,No
VAZQUEZ EVE O,EVE.O.VAZQUEZ.TEST@US.NAVY.MIL,Active,No
VAZQUEZ HADEN P,,,No
VAZQUEZ KAEDEN C,,,Yes
VAZQUEZ TURNER B,TURNER.B.VAZQUEZ.TEST@US.NAVY.MIL,Active,Yes
VAZQUEZ VIVIAN M,VIVIAN.M.VAZQUEZ.TEST@US.NAVY.MIL,Active,Yes
VEGA ALLEN G JR,,,No
VEGA EMILIO A,,,No
VEGA FRANKLIN P,,,No
VEGA MATIAS W,MATIAS.W.VEGA.TEST@US.NAVY.MIL,Active,No
VEGA SHEA Q,,,No
VEGA SKYLA D,,,No
VEGA YAZMIN S,,,No
VELASQUEZ CAIDEN C,,,No
VELASQUEZ DARRYL X,,,No
VELASQUEZ ESTEBAN N,ESTEBAN.N.VELASQUEZ.TEST@US.NAVY.MIL,Active,No
VELASQUEZ LAILA I,,Active,No
VELASQUEZ LITZY P,LITZY.P.VELASQUEZ.TEST@US.NAVY.MIL,Deleted,Yes
VELASQUEZ MADELYN O,MADELYN.O.VELASQUEZ.TEST@US.NAVY.MIL,Active,Yes
VELAZQUEZ ANGELINA N II,,,No
VELAZQUEZ COOPER I,,,Yes
VELAZQUEZ GUADALUPE B,,,Yes
VELAZQUEZ JENNIFER G,JENNIFER.G.VELAZQUEZ.TEST@US.NAVY.MIL,Active,No
VELAZQUEZ JOEY N,,Deleted,Yes
VELAZQUEZ KENYON Z,,,Yes
VELAZQUEZ MARELY L,,,No
VELAZQUEZ MILTON M,,Deleted,Yes
VELAZQUEZ SEBASTIAN V,SEBASTIAN.V.VELAZQUEZ.TEST@US.NAVY.MIL,Active,Yes
VELEZ BRYANNA W,,,No
VELEZ DANIELLE I,DANIELLE.I.VELEZ.TEST@US.NAVY.MIL,Active,Yes
VELEZ DIMITRI Q,,,No
VELEZ HARMONY F,,,No
VELEZ JULIO K,,Deleted,No
VELEZ KAYLYNN H,KAYLYNN.H.VELEZ.TEST@US.NAVY.MIL,,No
VELEZ PEYTON Q,PEYTON.Q.VELEZ.TEST@US.NAVY.MIL,Active,Yes
VELEZ SHAMAR R,,,No
VILLA CULLEN M,,,Yes
VILLA DAMARION L,,,No
VILLA JASMYN E,,,Yes
VILLA JULIO H,,,Yes
VILLA KATELYN U,,,Yes
VILLA KAYLEN M,,,No
VILLA NICHOLE J,NICHOLE.J.VILLA.TEST@US.NAVY.MIL,,No
VILLA NICO G,NICO.G.VILLA.TEST@US.NAVY.MIL,Active,Yes
VILLA TARIQ M,,,No
VILLANUEVA ABIGALE T,ABIGALE.T.VILLANUEVA.TEST@US.NAVY.MIL,Deleted,No
VILLANUEVA ALICIA P,ALICIA.P.VILLANUEVA.TEST@US.NAVY.MIL,Active,No
VILLANUEVA BRAEDON K,BRAEDON.K.VILLANUEVA.TEST@US.NAVY.MIL,Active,Yes
VILLANUEVA HENRY O,,,No
VILLANUEVA ISMAEL L,ISMAEL.L.VILLANUEVA.TEST@US.NAVY.MIL,Active,No
VILLANUEVA JAELYNN W,JAELYNN.W.VILLANUEVA.TEST@US.NAVY.MIL,Active,Yes
VILLANUEVA JAIDEN M,,Deleted,Yes
VILLANUEVA KIAN L,KIAN.L.VILLANUEVA.TEST@US.NAVY.MIL,Active,Yes
VILLANUEVA TRISTIAN A,,,No
VILLARREAL AEDAN G,AEDAN.G.VILLARREAL.TEST@US.NAVY.MIL,Active,Yes
VILLARREAL ANGEL U,,,No
VILLARREAL CAIDEN H,CAIDEN.H.VILLARREAL.TEST@US.NAVY.MIL,Active,Yes
VILLARREAL KYA R,,,No
VILLARREAL RICARDO R,RICARDO.R.VILLARREAL.TEST@US.NAVY.MIL,Active,No
VILLARREAL RIHANNA N,,,No
VILLEGAS ABBY S,,,Yes
VILLEGAS CARMEN N,CARMEN.N.VILLEGAS.TEST@US.NAVY.MIL,Active,Yes
VILLEGAS DENISE X,,,No
VILLEGAS DEXTER N,,,No
VILLEGAS KATELIN F,,,No
VILLEGAS KIAN S,,,No
VILLEGAS LOGAN T JR,LOGAN.T.VILLEGAS.TEST@US.NAVY.MIL,Active,Yes
VILLEGAS MAXIMO J,,,No
VILLEGAS SANTINO N,SANTINO.N.VILLEGAS.TEST@US.NAVY.MIL,Active,No
VILLEGAS TIFFANY H JR,,,Yes
VINCENT BAILEY C,,Deleted,Yes
VINCENT CADEN N,CADEN.N.VINCENT.TEST@US.NAVY.MIL,Active,Yes
VINCENT CONNOR S,,,No
VINCENT GAIGE A,,,No
VINCENT GRIFFIN C,,,No
VINCENT OLIVER Z,OLIVER.Z.VINCENT.TEST@US.NAVY.MIL,Active,Yes
VINCENT OMARI X,,,No
WADE CAMRON H,CAMRON.H.WADE.TEST@US.NAVY.MIL,Active,Yes
WADE CLARE D,CLARE.D.WADE.TEST@US.NAVY.MIL,Active,No
WADE JACK P,,,Yes
WADE JAIDEN Z,JAIDEN.Z.WADE.TEST@US.NAVY.MIL,Active,Yes
WADE JAMEL E,,Deleted,Yes
WADE JULIEN E,JULIEN.E.WADE.TEST@US.NAVY.MIL,Active,Yes
WADE KRISH V,KRISH.V.WADE.TEST@US.NAVY.MIL,Active,No
WADE ZANE F,ZANE.F.WADE.TEST@US.NAVY.MIL,Active,Yes
WAFFLE BUTTERY A,,,No
WAFFLE FLUFFY A,,,No
WAFFLE TASTY A,,,No
WAGNER ATTICUS Y,,,No
WAGNER BRADYN N,,,Yes
WAGNER DEVYN L,DEVYN.L.WAGNER.TEST@US.NAVY.MIL,Deleted,No
WAGNER FELICIA X,FELICIA.X.WAGNER.TEST@US.NAVY.MIL,Deleted,Yes
WAGNER MAURICE G,,Active,Yes
WAGNER MOLLIE S,,,No
WAGNER PHILIP I,,,No
WAGNER TREVOR A,,,Yes
WALKER BRANSON X,BRANSON.X.WALKER.TEST@US.NAVY.MIL,Active,Yes
WALKER CELIA D,,,Yes
WALKER DALLAS O,,,No
WALKER DALLAS Y,,Deleted,No
WALKER EBONY E,EBONY.E.WALKER.TEST@US.NAVY.MIL,Active,No
WALKER KAITLIN H,,Deleted,No
WALKER KAMERON O,,,No
WALKER PARIS K,,,No
WALKER SEAN Y,,,No
WALL ALIJAH H,ALIJAH.H.WALL.TEST@US.NAVY.MIL,Active,Yes
WALL CHRISTIANA N,CHRISTIANA.N.WALL.TEST@US.NAVY.MIL,,No
WALL CLAIRE Z,,,No
WALL REYNALDO Q,REYNALDO.Q.WALL.TEST@US.NAVY.MIL,Active,No
WALL ROBIN V,ROBIN.V.WALL.TEST@US.NAVY.MIL,Active,Yes
WALL ROSS J,ROSS.J.WALL.TEST@US.NAVY.MIL,Active,Yes
WALL SHYANN K,,,No
WALLACE ALIZA N,,,No
WALLACE AUGUST E,AUGUST.E.WALLACE.TEST@US.NAVY.MIL,Active,Yes
WALLACE ELMER Z,,,No
WALLACE GUY V,,Deleted,Yes
WALLACE JACQUELINE C,,,No
WALLACE JAELYNN K,,,No
WALLACE MADALYN T,MADALYN.T.WALLACE.TEST@US.NAVY.MIL,,No
WALLACE MADISYN D JR,MADISYN.D.WALLACE.TEST@US.NAVY.MIL,Active,No
WALLACE MESSIAH Z,,,No
WALLACE SIERRA U,,,Yes
WALLER AMINA M,,,No
WALLER ANIYAH H III,,,No
WALLER CRYSTAL P,,,No
WALLER ELLIS H,ELLIS.H.WALLER.TEST@US.NAVY.MIL,Active,Yes
WALLER GONZALO O,GONZALO.O.WALLER.TEST@US.NAVY.MIL,Active,Yes
WALLER JASPER O II,JASPER.O.WALLER.TEST@US.NAVY.MIL,Active,Yes
WALLER JOHANNA C,JOHANNA.C.WALLER.TEST@US.NAVY.MIL,Active,No
WALLS AMIRA Q,AMIRA.Q.WALLS.TEST@US.NAVY.MIL,Active,Yes
WALLS CINDY L,,,No
WALLS CORNELIUS I,,,Yes
WALLS DANA D,,,Yes
WALLS IRIS T,,,No
WALLS JORDYN U,,,No
WALLS KIMORA J,KIMORA.J.WALLS.TEST@US.NAVY.MIL,Deleted,No
WALLS LARRY M,,,No
WALLS RONAN N,,Active,Yes
WALSH AYLIN H,,,No
WALSH GONZALO X,GONZALO.X.WALSH.TEST@US.NAVY.MIL,Active,No
WALSH MADYSON Q,MADYSON.Q.WALSH.TEST@US.NAVY.MIL,Active,Yes
WALSH MARITZA W,,,Yes
WALSH ROCIO W,,,No
WALSH SALVATORE K,SALVATORE.K.WALSH.TEST@US.NAVY.MIL,Active,Yes
WALTER CORNELIUS Z,,,No
WALTER DALLIN P,DALLIN.P.WALTER.TEST@US.NAVY.MIL,Active,No
WALTER RONALDO X,,,No
WALTERS BRIANA D,,,Yes
WALTERS DERRICK D III,,,No
WALTERS JANIYAH E,JANIYAH.E.WALTERS.TEST@US.NAVY.MIL,Active,Yes
WALTERS PATRICK T,PATRICK.T.WALTERS.TEST@US.NAVY.MIL,Active,Yes
WALTON ALLAN J,ALLAN.J.WALTON.TEST@US.NAVY.MIL,Active,No
WALTON BREANA R,,,No
WALTON LUNA Y,,Deleted,Yes
WALTON MARISSA M,,Deleted,Yes
WALTON OSVALDO Y,,,Yes
WANG ALVARO L,ALVARO.L.WANG.TEST@US.NAVY.MIL,Active,Yes
WANG GAVEN D,,,No
WANG JEREMIAH V,,,No
WANG KATARINA W,,,Yes
WANG LITZY B,,,No
WANG MALAKAI S,MALAKAI.S.WANG.TEST@US.NAVY.MIL,Active,Yes
WANG SAGE G,SAGE.G.WANG.TEST@US.NAVY.MIL,Active,No
WANG TRACE Y,,Active,Yes
WARD ADDISON D,,,No
WARD ASHER H,,,No
WARD CLINTON H,,,No
WARD ISAAK B,,,No
WARD JALEN B,,,No
WARD JAREN G,JAREN.G.WARD.TEST@US.NAVY.MIL,Active,Yes
WARD KEENAN E,,,No
WARD LEE D III,,,No
WARD PAYTON N,,,No
WARD ROBERT M,,,No
WARD ZOEY T,,Deleted,No
WARE ALONZO S,,,No
WARE AMANDA Z,,,No
WARE ANITA N,,,No
WARE ARACELI D,,,No
WARE ASHLYNN W,ASHLYNN.W.WARE.TEST@US.NAVY.MIL,Active,Yes
WARE ASHTYN N JR,,,No
WARE MELODY G,MELODY.G.WARE.TEST@US.NAVY.MIL,Active,Yes
WARE MIRACLE O,,,Yes
WARE WESLEY P,WESLEY.P.WARE.TEST@US.NAVY.MIL,Active,Yes
WARNER FELICITY A,FELICITY.A.WARNER.TEST@US.NAVY.MIL,Active,No
WARNER KASEY G,,,No
WARNER LEXI M,,,No
WARNER NOAH T,,,Yes
WARNER PEDRO T,,Deleted,No
WARREN HUGO N,,,No
WARREN KENDAL D,,,No
WARREN LIZETH R,LIZETH.R.WARREN.TEST@US.NAVY.MIL,Deleted,No
WASHINGTON AMBER J,,,No
WASHINGTON CADENCE E,,,No
WASHINGTON DAYANA B,,,No
WASHINGTON JAYDEN W,JAYDEN.W.WASHINGTON.TEST@US.NAVY.MIL,Deleted,Yes
WASHINGTON KAIA H,,,No
WASHINGTON KORBIN T,,,No
WASHINGTON LEILA V,,,No
WASHINGTON NASIR B,,,No
WASHINGTON SONNY J,,,No
WATERS ABBIE D,,,No
WATERS ADDISON O,,,No
WATERS ALAINA E,,,No
WATERS ALEXIS H,ALEXIS.H.WATERS.TEST@US.NAVY.MIL,Active,Yes
WATERS ALLISON O,ALLISON.O.WATERS.TEST@US.NAVY.MIL,,No
WATERS AUTUMN Q,,,No
WATERS DESTINEE A,,,No
WATERS DOUGLAS I,,Deleted,Yes
WATERS FERNANDO X,FERNANDO.X.WATERS.TEST@US.NAVY.MIL,Deleted,No
WATERS FINN O,FINN.O.WATERS.TEST@US.NAVY.MIL,Active,No
WATERS MATTHEW C,,,No
WATERS MEAGAN W,,,No
WATERS MILTON P,,,No
WATKINS BRETT Y,,,No
WATKINS DESTINEE P,DESTINEE.P.WATKINS.TEST@US.NAVY.MIL,Active,Yes
WATSON BRIELLE M,,,No
WATSON KENZIE T,,,No
WATSON MARISA R,,,No
WATSON TESSA R II,TESSA.R.WATSON.TEST@US.NAVY.MIL,Active,No
WATSON TYSON T,,,No
WATSON VICTORIA L,,,No
WATTS AYDEN T,AYDEN.T.WATTS.TEST@US.NAVY.MIL,Active,Yes
WATTS BRIANA S,,,No
WATTS EMILY U,,,No
